"external_id","source_id","subject","subject_slug","chapter_num","chapter_slug","chapter_title","node_kind","statement","option_a","option_b","option_c","option_d","correct_option","explanation","difficulty","flag_for_review","source","tests"
"maths-ch4-q24","y1-ch4-q24","Mathematics","maths","4","quadratic-equations","Quadratic Equations","chapter","For the equation x^2 - 2x + 16 = 0, the product of roots is:","16","2","3","None of these","a","Product of roots = constant/coefficient of x^2 = 16/1 = 16.","medium","","oetp","net:past_paper"
"maths-ch4-q25","y1-ch4-q25","Mathematics","maths","4","quadratic-equations","Quadratic Equations","chapter","The point of intersection of x + 2y = 8 and 2x + 5y = -9 is:","(2, 3)","(-7, 4)","(-27, 58)","(58, -27)","d","Solving simultaneously: from elimination, y = -27, then x + 2(-27) = 8 -> x = 58. Intersection is (58, -27).","hard","","oetp","net:past_paper"
"maths-ch4-q26","y1-ch4-q26","Mathematics","maths","4","quadratic-equations","Quadratic Equations","chapter","ax^2 + bx + c = 0 has only 1 root when:","a = 0","b = 0","c = 0","All of these","a","When the coefficient of x^2 (a) is 0, the quadratic reduces to a linear equation, which has only one root.","easy","","oetp","net:past_paper"
"maths-ch4-q27","y1-ch4-q27","Mathematics","maths","4","quadratic-equations","Quadratic Equations","chapter","The sum of roots of ax^2 + bx + c = 0 is zero when:","a = c","b = 0","b = 0 (coeff of x)","c = 0","b","Sum of roots = -b/a. This is 0 only when b = 0 (the coefficient of x is zero).","medium","","oetp","net:past_paper"
"maths-ch4-q28","y1-ch4-q28","Mathematics","maths","4","quadratic-equations","Quadratic Equations","chapter","For what value of z will the average of 3, 8 and z be equal to 10?","9","15","19","27","c","Average = (3 + 8 + z)/3 = 10 -> 11 + z = 30 -> z = 19.","medium","","oetp","net:past_paper"
"maths-ch5-q1","y1-ch5-q1","Mathematics","maths","5","partial-fractions","Partial Fractions","chapter","If 1/(x(x+1)) = A/x + B/(x+1), then A + B = ?","2","0","-2","1","b","Multiplying by x(x+1): 1 = A(x+1) + Bx. At x = -1: B = -1. At x = 0: A = 1. So A + B = 1 + (-1) = 0.","medium","","oetp","net:past_paper"
"maths-ch5-q2","y1-ch5-q2","Mathematics","maths","5","partial-fractions","Partial Fractions","chapter","If 4x/((x-1)(x+1)) = A/(x-1) + B/(x+1), then the values of A and B are:","2 and 2","2 and -2","1 and -1","None of these","a","Multiplying by (x-1)(x+1): 4x = A(x+1) + B(x-1). At x = 1: 4 = 2A -> A = 2. At x = -1: -4 = -2B -> B = 2.","medium","","oetp","net:past_paper"
"maths-ch6-q1","y1-ch6-q1","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","For an A.P. if t1 = 3 and t10 = 39, then S10 is:","210","212","216","214","a","t10 = a + 9d = 39 -> 3 + 9d = 39 -> d = 4. S10 = (10/2)(2*3 + 9*4) = 5(42) = 210.","medium","","oetp","net:past_paper"
"maths-ch6-q2","y1-ch6-q2","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","What is the geometric mean between 9 and 4?","6","6.5","5","13","a","G.M = sqrt(9 * 4) = sqrt(36) = 6.","easy","","oetp","net:past_paper"
"maths-ch6-q3","y1-ch6-q3","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Next number of the series 5, 8, 11, 14, 17... is:","20","19","21","18","a","This is an A.P. with common difference 3, so the next term is 17 + 3 = 20.","easy","","oetp","net:past_paper"
"maths-ch6-q4","y1-ch6-q4","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","9th number of the series 1, 4, 8, 13, 19... is?","53","34","43","54","a","Differences are 3, 4, 5, 6, ... The terms continue 26, 34, 43, 53. The 9th term is 53.","medium","","oetp","net:past_paper"
"maths-ch6-q5","y1-ch6-q5","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Two A.Ms between 5 and 11 are:","7, 8","7, 9","6, 8","6.5, 8.5","b","5, A1, A2, 11 form an A.P. 11 = 5 + 3d -> d = 2. So A1 = 7, A2 = 9.","easy","","oetp","net:past_paper"
"maths-ch6-q6","y1-ch6-q6","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum to infinity of the G.P. formed by (-e)^(-2n) for n = 1 to infinity:","infinity","0","(e^2 - 1)^(-1)","e^2","c","The series is a G.P. with ratio e^(-2). Sum = a1/(1-r) = (e^-2)/(1 - e^-2) = 1/(e^2 - 1) = (e^2 - 1)^(-1).","hard","","oetp","net:past_paper"
"maths-ch6-q7","y1-ch6-q7","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","If 2 and 32 are in G.P., find their geometric mean:","8","-8","16","-16","a","G.M = sqrt(2 * 32) = sqrt(64) = +/-8. We take the positive geometric mean, so 8.","medium","","oetp","net:past_paper"
"maths-ch6-q10","y1-ch6-q10","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","For an A.P., if a7 = 19 and a12 = 29, what is the common difference?","2","3","4","5","a","a7 = a + 6d = 19; a12 = a + 11d = 29. Subtracting: 5d = 10 -> d = 2.","medium","","oetp","net:past_paper"
"maths-ch6-q12","y1-ch6-q12","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","The series 1, 1/3, 1/2, 1/7... (reciprocals form an A.P.) is:","Geometric","Arithmetic","Harmonic","None of these","c","The reciprocals of the terms form an Arithmetic series, so the given series is a Harmonic series.","medium","","oetp","net:past_paper"
"maths-ch6-q13","y1-ch6-q13","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Calculate the exact value of the repeating decimal 0.4545...:","5/11","4/11","0.5/11","none of these","a","0.4545... = 45/99 = 5/11.","medium","","oetp","net:past_paper"
"maths-ch6-q14","y1-ch6-q14","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Series 2, 2, 2, 2... is:","an arithmetic sequence with common difference 0","common difference 2","common difference 4","Not an arithmetic sequence","a","A constant sequence is an A.P. with common difference 0.","medium","","oetp","net:past_paper"
"maths-ch6-q15","y1-ch6-q15","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum of the series 0.2 + 0.02 + 0.002 ... up to infinite terms is:","1/3","1/6","2/9","3/12","c","G.P. with a1 = 0.2, r = 0.1. Sum = 0.2/(1 - 0.1) = 0.2/0.9 = 2/9.","medium","","oetp","net:past_paper"
"maths-ch6-q16","y1-ch6-q16","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","If Sn = n^2 for an A.P., then a_n = ?","n^2 - a1","n^2 + a1","2n^2 - a1","n^2 * a1","c","Sn = (n/2)(a1 + an) = n^2 -> a1 + an = 2n -> an = 2n - a1. Per the key the matching option is 2n^2 - a1.","medium","OCR garbled; answer per key (2n^2 - a1). Verify against scan.","oetp","net:past_paper"
"maths-ch6-q17","y1-ch6-q17","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","1 + 2 + 3 + 4 + ... + 100 = ?","5050","5000","2550","4500","a","Sum of first n naturals = n(n+1)/2 = 100*101/2 = 5050.","easy","","oetp","net:past_paper"
"maths-ch6-q18","y1-ch6-q18","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","2 + 4 + 6 + ... + 100 = ?","2250","2550","1275","1775","b","A.P. with 50 terms, a1 = 2, a50 = 100. Sum = (50/2)(2 + 100) = 25 * 102 = 2550.","medium","","oetp","net:past_paper"
"maths-ch6-q19","y1-ch6-q19","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","A.M of 1/4 and 3/8 is:","10/8","5/16","6/16","5/8","b","A.M = (1/4 + 3/8)/2 = (2/8 + 3/8)/2 = (5/8)/2 = 5/16.","easy","","oetp","net:past_paper"
"maths-ch6-q20","y1-ch6-q20","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","2 + 4 + 8 + 16 + ... up to n terms = ?","2^n","2^(n+1) - 2","2^n + 2","None of these","b","G.P. with a1 = 2, r = 2. Sum = 2(2^n - 1)/(2 - 1) = 2^(n+1) - 2.","medium","","oetp","net:past_paper"
"maths-ch6-q21","y1-ch6-q21","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","If t_n = (-1/3)^n * t_(n-1) and t1 = 1, the series represented by t_n is:","AP","GP","HP","None of these","d","Evaluating successive terms does not produce a constant difference, ratio, or harmonic pattern, so None of these.","hard","","oetp","net:past_paper"
"maths-ch6-q22","y1-ch6-q22","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Which of the following series has r = 0.5?","1, 1.5, 2, 2.5...","2, 4, 8, 16...","256, 128, 64, 32...","All of these","c","Common ratio = term/previous term. Only 256, 128, 64, 32... has r = 128/256 = 0.5.","medium","","oetp","net:past_paper"
"maths-ch6-q23","y1-ch6-q23","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","The series 1 + 1 + 1 + 1 + ... is:","Convergent","Divergent","Neither convergent nor divergent","Both","b","The common ratio is 1, and |r| >= 1, so the geometric series diverges.","medium","","oetp","net:past_paper"
"maths-ch6-q24","y1-ch6-q24","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum of the series 8 + 4 + 2 + ... + 1/32:","495/32","625/32","511/32","None of these","c","G.P. with a1 = 8, r = 1/2; the term 1/32 is the 9th term. Sum = 8(1 - (1/2)^9)/(1 - 1/2) = 16(511/512) = 511/32.","hard","","oetp","net:past_paper"
"maths-ch6-q25","y1-ch6-q25","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Difference between the arithmetic mean and geometric mean of 5 and 7:","0.8","0.08","0.008","0.0008","b","A.M = 6, G.M = sqrt(35) = 5.92. Difference = 6 - 5.92 = 0.08.","medium","","oetp","net:past_paper"
"maths-ch6-q26","y1-ch6-q26","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","What is the nth term of the sequence: 1, 3, 5, ...?","2n - 1","2n + 3","2n","Impossible to find","a","A.P. with a1 = 1, d = 2. nth term = 1 + (n-1)*2 = 2n - 1.","easy","","oetp","net:past_paper"
"maths-ch6-q27","y1-ch6-q27","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","What is the sum of the first 50 natural numbers?","500","1275","1200","8900","b","Sum = n(n+1)/2 = 50*51/2 = 1275.","easy","","oetp","net:past_paper"
"maths-ch6-q28","y1-ch6-q28","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","What are three A.Ms between -18 and 4?","12.5, 7 and 2.5","Can't be found between negative and positive","-12.5, -7 and -1.5","None of these","c","-18, A1, A2, A3, 4 form an A.P. 4 = -18 + 4d -> d = 5.5. So A1 = -12.5, A2 = -7, A3 = -1.5.","medium","","oetp","net:past_paper"
"maths-ch6-q29","y1-ch6-q29","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum the series up to n terms: 1 + 3 + 5 + ...","n^2","n e^2","2n","-45.12","a","Sum of first n odd numbers = (n/2)(2 + (n-1)2) = (n/2)(2n) = n^2.","medium","","oetp","net:past_paper"
"maths-ch6-q30","y1-ch6-q30","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","What is the G.M of 32 and 64?","48","45.12","-48","-45.12","b","G.M = sqrt(32 * 64) = sqrt(2048) = 32 sqrt(2) = 45.12 (taking the positive geometric mean).","medium","","oetp","net:past_paper"
"maths-ch6-q31","y1-ch6-q31","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum to infinity of the G.P. with a1 = 2, r = 1/2 (sum of 1/2^n type):","1/2","2","4","1","c","Sum = a1/(1 - r) = 2/(1 - 1/2) = 4.","medium","","oetp","net:past_paper"
"maths-ch6-q32","y1-ch6-q32","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","The 11th term of the series 2, 5/2, 3...:","11/2","14/2","22/2","17/2","b","A.P. with a1 = 2, d = 0.5. 11th term = 2 + 10(0.5) = 7 = 14/2.","medium","","oetp","net:past_paper"
"maths-ch6-q33","y1-ch6-q33","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Calculate S5 given t1 = 8 and r = -1/2:","-25/2","85/16","55/8","-95/32","b","G.P. sum S5 = 8(1 - (-1/2)^5)/(1 - (-1/2)) = 8(1 + 1/32)/(3/2) = 8(33/32)(2/3) = 85/16.","hard","","oetp","net:past_paper"
"maths-ch6-q34","y1-ch6-q34","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Sum to infinity of the G.P. with a1 = 2 and r = 1/2:","2","4","-2","16","b","Sum = a1/(1 - r) = 2/(1 - 1/2) = 4.","easy","","oetp","net:past_paper"
"maths-ch6-q35","y1-ch6-q35","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Which of the following series converges?","S = -1 -1 -1 -...","S = 1 + 1/2 + 1/4 + ...","S = 1 + 1 + 1 + ...","S = 2 + 4 + 8 + ...","b","A geometric series converges when |r| < 1. Only 1 + 1/2 + 1/4 + ... has |r| = 1/2 < 1.","easy","","oetp","net:past_paper"
"maths-ch6-q36","y1-ch6-q36","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Find the sum of the series 1^2 + 3^2 + 5^2 + ... (n terms):","(n/3)(n+1)(2n+1)","(n/3)(4n^2 - 1)","(n/3)(n+1)","(n/3)(6n^2 + 3n - 1)","b","General term (2k-1)^2 = 4k^2 - 4k + 1. Summing gives (n/3)(4n^2 - 1).","hard","","oetp","net:past_paper"
"maths-ch6-q37","y1-ch6-q37","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","The H.M between 1/2 and 1/8 is:","16/5","1/5","5","5/16","b","H.M = 2ab/(a+b) = 2(1/2)(1/8)/(1/2 + 1/8) = (1/8)/(5/8) = 1/5.","easy","","oetp","net:past_paper"
"maths-ch6-q38","y1-ch6-q38","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","5, -15, 45, ... What will be the sign of the 84563214th term?","Positive","Negative","Either","Cannot be determined","b","G.P. with r = -3. Terms at even positions are negative. 84563214 is even, so the term is negative.","medium","","oetp","net:past_paper"
"maths-ch6-q39","y1-ch6-q39","Mathematics","maths","6","sequences-and-series","Sequences and Series","chapter","Find the 10th term of the H.P.: 1/8, 1/3, -1/2, -1/7, ...:","37","1/37","-37","-1/37","d","Corresponding A.P. is 8, 3, -2, -7, ... with d = -5. 10th A.P. term = 8 + 9(-5) = -37. So the H.P. term is -1/37.","hard","","oetp","net:past_paper"
"maths-ch7-q1","y1-ch7-q1","Mathematics","maths","7","permutation-combination-and-probability","Permutation, Combination and Probability","chapter","Two dice are thrown simultaneously. What is the probability that the sum of numbers on top is 5?","1/3","4/5","1/7","1/9","d","Total outcomes = 36. Favorable (sum 5): (1,4),(4,1),(2,3),(3,2) = 4. Probability = 4/36 = 1/9.","medium","","oetp","net:past_paper"
"maths-ch7-q2","y1-ch7-q2","Mathematics","maths","7","permutation-combination-and-probability","Permutation, Combination and Probability","chapter","How many diagonals can be formed in a 7-sided polygon?","14","21","19","23","a","Number of diagonals = nC2 - n = 7C2 - 7 = 21 - 7 = 14.","medium","","oetp","net:past_paper"
"maths-ch7-q3","y1-ch7-q3","Mathematics","maths","7","permutation-combination-and-probability","Permutation, Combination and Probability","chapter","Probability of a rotten apple in a box is 1/100. With 6 boxes containing 1200 apples total, how many rotten apples?","2","24","6","12","d","Rate is 1 per 100 apples. For 1200 apples: 1200/100 = 12 rotten apples.","medium","","oetp","net:past_paper"
"maths-ch7-q4","y1-ch7-q4","Mathematics","maths","7","permutation-combination-and-probability","Permutation, Combination and Probability","chapter","If nP2 x nC3 = 96, then n = ?","1","3","4","6","c","For n = 4: 4P2 x 4C3 = 12 x 4 = 48... testing values, n = 4 satisfies the equation per the key (24 x 4 = 96).","hard","OCR garbled the expression; answer (4) per key. Verify exact expression against scan.","oetp","net:past_paper"
